Paris 16e Arrondissement;PARIS;Métropole du Grand Paris;ILE DE FRANCE;2205.088635992;96.185700176;104.012706536;106.993082175;Non;751166209;75116;1;200054781;48.8632221801, 2.27468457691;"{""type"": ""Polygon"", ""coordinates"": [[[2.275633173690355, 48.86156020391314], [2.275189834821381, 48.86187858922189], [2.273882038689886, 48.86260633321072], [2.273160038941848, 48.86218375062828], [2.273071822089488, 48.86215623417832], [2.272886643306048, 48.862434808443005], [2.272783247080246, 48.86261584974761], [2.27277904514806, 48.862623918401674], [2.272727120779045, 48.86273062600721], [2.272623868492571, 48.86299890533641], [2.272448735052946, 48.86353385556222], [2.272430721121703, 48.86365246069968], [2.272412914636555, 48.863853807580846], [2.272423009000724, 48.86400945704158], [2.272824171421599, 48.864078447320914], [2.273166975761462, 48.86412909478251], [2.27354388149755, 48.864178149551236], [2.273859664807846, 48.86421154329266], [2.274182426541591, 48.8642332869344], [2.274463135063964, 48.86424038512796], [2.27474535692469, 48.86423669960175], [2.274963579027397, 48.864228128944085], [2.275267959518016, 48.86419939455133], [2.275631074835472, 48.86416202137134], [2.276476174257079, 48.864067305286085], [2.276939038067546, 48.86401254408381], [2.277371989292505, 48.8639522043688], [2.27731948018796, 48.86390512096764], [2.276604520515628, 48.86326675769388], [2.276526690241315, 48.86317815059751], [2.276146355936163, 48.862493241379795], [2.275633173690355, 48.86156020391314]]]}";7511662;75116;75;11;751166209;Muette 9;Paris 16e Arrondissement;PARIS;Muette 9;ILE-DE-FRANCE;;11;;;;;;Iris d'habitat;8980;151.611696539;75.805848270;;166.136914303;;83.068457152;184.088995976;92;92.044497988;144.902368062;;144.902368062;172.717593773;;172.717593773;169.173496933;169;169.173496933;581.084284344;79.900218410;1018.634886654;407.296203050;73.360886161;69.329782883;74.819626010;78.250810379;96.807131420;109.269369965;76.396262219;54.403261290;53.937733167;58.897593128;66.109821741;69.029638218;145.306281110;164.708648112;165.728628757;144.902368062;172.717593773;169.173496933;58.897593128;;58.897593128;66.109821741;;66.109821741;69.029638218;69;69.029638218;221.702543329;;110.851271665;219.111909402;;109.555954701;219.666361925;109;109.833180962;51452;;;296.514064601;;98.838021534;338.854508076;;112.951502692;353.262492908;117;117.754164303;280.600136457;;93.533378819;285.221731142;;95.073910381;288.696000143;96;96.232000048;Polygon;38299;1;1489.845143138;204.603929235;421.779209062;304.314261931;527.754813677;0.137501943;0.399845134;0.137332346;0.138005456;0.239334966;38299;51452;577.114201058;;624.076239218;;641.958493051;106;0.187432228;0.198330267;0.183777908;0.510978905;0.413032726;0.365926091;0.179763175;0.252434033;0.254612751;0.234314253;0.208751819;0.199922032;0.164710682;0.145308075;0.144413773;26430.9;22174.347826087;22638.888888889
Paris 5e Arrondissement;PARIS;Métropole du Grand Paris;ILE DE FRANCE;2608.068099562;104.085171238;112.715497670;117.017119433;Non;751051802;75105;1;200054781;48.8383017751, 2.35387855535;"{""type"": ""Polygon"", ""coordinates"": [[[2.357052208076732, 48.83844691098001], [2.357023709337628, 48.838437764142164], [2.354412688902747, 48.8376025796608], [2.353043375796222, 48.83716888165569], [2.352678327005813, 48.83705268708622], [2.351870772035155, 48.83680458562329], [2.351730918218124, 48.83698549990174], [2.350993003503534, 48.83803825425085], [2.350696015187118, 48.838473734446346], [2.351265592677503, 48.83857755380833], [2.351570103068358, 48.838632267470196], [2.35512699179217, 48.839333214553996], [2.356398278683535, 48.83965663763658], [2.356600687483708, 48.83970539280659], [2.356737546075617, 48.83932479827568], [2.356909760340516, 48.83883916784325], [2.356925445491011, 48.83878259216718], [2.357027308312342, 48.83847735556352], [2.357052208076732, 48.83844691098001]]]}";7510518;75105;75;11;751051802;Jardin des Plantes 2;Paris 5e Arrondissement;PARIS;Jardin des Plantes 2;ILE-DE-FRANCE;;11;;;;;;Iris d'habitat;3525;192.157928614;96.078964307;;213.088060395;;106.544030197;236.569653413;118;118.284826706;124.664691706;;124.664691706;148.595125586;;148.595125586;145.546012270;145;145.546012270;543.701839801;85.960130826;1369.514051080;754.422719703;84.351342184;79.716324947;86.028621054;107.806586430;133.371735448;150.541032359;78.447747487;55.864163771;55.386134722;99.779722132;111.998118992;116.944645009;129.460937490;146.747517275;147.656271181;124.664691706;148.595125586;145.546012270;99.779722132;;99.779722132;111.998118992;;111.998118992;116.944645009;116;116.944645009;207.908684977;;103.954342489;202.611681046;;101.305840523;203.042405903;101;101.521202952;33466;;;316.822620319;;105.607540106;361.683185981;;120.561061994;382.115665683;127;127.371888561;307.688407109;;102.562802370;314.609800038;;104.869933346;319.987050913;106;106.662350304;Polygon;32950;1;1826.793767665;257.614751991;373.315300607;609.761395057;556.133989736;0.158101600;0.550868915;0.141020161;0.233798111;0.213235993;32950;33466;624.511027429;;676.292986019;;702.102716596;117;0.187432228;0.198330267;0.183777908;0.510978905;0.413032726;0.365926091;0.179763175;0.252434033;0.254612751;0.234314253;0.208751819;0.199922032;0.164710682;0.145308075;0.144413773;26430.9;22174.347826087;22638.888888889
Paris 1er Arrondissement;PARIS;Métropole du Grand Paris;ILE DE FRANCE;270.178525947;104.435504181;110.599368425;114.799566615;Non;751010303;75101;1;200054781;48.8629776522, 2.3356202815;"{""type"": ""Polygon"", ""coordinates"": [[[2.339143935838258, 48.86220567061473], [2.339206849835365, 48.86218893040509], [2.339469249651606, 48.86213461940562], [2.339333532638831, 48.86187305933592], [2.33913666042747, 48.86148974931469], [2.339130016712213, 48.8614762223998], [2.336892114665817, 48.862206704909845], [2.332287525716902, 48.86370369877943], [2.33210684582664, 48.86376204751364], [2.332262224818762, 48.863976059815734], [2.332703105123854, 48.864568490342315], [2.334228350592136, 48.8638305270745], [2.334811368538058, 48.86354148117209], [2.335549518567455, 48.86316560741407], [2.336567164602306, 48.86289110634281], [2.338094927979713, 48.86248316788177], [2.339143935838258, 48.86220567061473]]]}";7510103;75101;75;11;751010303;Palais Royal 3;Paris 1er Arrondissement;PARIS;Palais Royal 3;ILE-DE-FRANCE;;11;;;;;;Iris d'activité;1550;240.761744215;120.380872108;;257.497305868;;128.748652934;284.175626652;142;142.087813326;120.474730545;;120.474730545;143.600866214;;143.600866214;140.654233129;140;140.654233129;68.933094557;17.852242822;151.328953372;79.328274251;138.172222162;130.579804366;140.919698878;102.589522054;126.917501502;143.255927774;90.428584697;64.395950514;63.844915057;18.622651147;20.903063815;21.826271721;156.325314482;177.199024139;178.296353133;120.474730545;143.600866214;140.654233129;18.622651147;;18.622651147;20.903063815;;20.903063815;21.826271721;21;21.826271721;246.753899179;;123.376949589;241.594974653;;120.797487327;242.141268190;121;121.070634095;;;;361.236474760;;120.412158253;401.098172082;;133.699390694;424.829859781;141;141.609953260;265.376550326;;88.458850109;262.498038468;;87.499346156;263.967539911;87;87.989179970;Polygon;31842.555555556;1;213.557747478;34.715369703;44.348846858;11.789382096;69.566780219;0.258979275;0.524210817;0.162557295;0.043635526;0.257484491;31842.555555556;31842.555555556;626.613025086;;663.596210550;;688.797399693;114;0.187432228;0.198330267;0.183777908;0.510978905;0.413032726;0.365926091;0.179763175;0.252434033;0.254612751;0.234314253;0.208751819;0.199922032;0.164710682;0.145308075;0.144413773;26430.9;22174.347826087;22638.888888889
Paris 3e Arrondissement;PARIS;Métropole du Grand Paris;ILE DE FRANCE;2341.871599658;94.709997147;104.732301618;109.700022597;Non;751031003;75103;1;200054781;48.8628243856, 2.36122087872;"{""type"": ""Polygon"", ""coordinates"": [[[2.358250912438201, 48.86336548709479], [2.358392113214033, 48.863521830863434], [2.358449936850721, 48.86358599433871], [2.358766306732988, 48.86390785658916], [2.359371329965804, 48.86447858300922], [2.359467022681123, 48.86456723091431], [2.359588469981033, 48.86466770802024], [2.359619565914242, 48.864688559320044], [2.359719455569066, 48.86465761672198], [2.359757963622366, 48.86462994306712], [2.360225498194965, 48.86429878661938], [2.361007908056016, 48.86374537309926], [2.361606465642159, 48.86334386233085], [2.36443651847549, 48.86192716763265], [2.364615376028548, 48.86190293568823], [2.364609581132443, 48.86181926576632], [2.364614826666624, 48.861500925161984], [2.364607380717909, 48.8613291105207], [2.363613417714573, 48.8614650264089], [2.361368773825042, 48.861773236312686], [2.360444288034807, 48.86224405335119], [2.359778751949743, 48.862605629191066], [2.358697403717626, 48.863193407519894], [2.358250912438201, 48.86336548709479]]]}";7510310;75103;75;11;751031003;Enfants Rouges 3;Paris 3e Arrondissement;PARIS;Enfants Rouges 3;ILE-DE-FRANCE;;11;;;;;;Iris d'habitat;3380;209.887687364;104.943843682;;237.237589242;;118.618794621;264.183165236;132;132.091582618;117.241561960;;117.241561960;139.747063783;;139.747063783;136.879509202;136;136.879509202;456.244062120;65.647010516;1591.025259275;1082.246616793;76.766804064;72.548549192;78.293268670;133.120883300;164.689040049;185.889896566;49.124219367;34.982310185;34.682966932;109.972045248;123.438529857;128.890334806;82.034468941;92.988316642;93.564159406;117.241561960;139.747063783;136.879509202;109.972045248;;109.972045248;123.438529857;;123.438529857;128.890334806;128;128.890334806;131.158688309;;65.579344154;127.970626826;;63.985313413;128.247126338;64;64.123563169;36612;;;327.129249323;;109.043083108;376.984653025;;125.661551008;401.062674438;133;133.687558146;241.130733557;;80.376911186;251.409156683;;83.803052228;257.137461145;85;85.712487048;Polygon;30988;1;1832.405223083;161.814677708;469.291579286;603.453887904;316.432596693;0.143885731;0.680219632;0.088307256;0.257680177;0.135119533;30988;36612;568.259982880;;628.393809708;;658.200135583;109;0.187432228;0.198330267;0.183777908;0.510978905;0.413032726;0.365926091;0.179763175;0.252434033;0.254612751;0.234314253;0.208751819;0.199922032;0.164710682;0.145308075;0.144413773;26430.9;22174.347826087;22638.888888889
Paris 12e Arrondissement;PARIS;Métropole du Grand Paris;ILE DE FRANCE;4265.255890215;104.429014699;107.366830988;111.462789342;Non;751124613;75112;1;200054781;48.8420862738, 2.39029477678;"{""type"": ""Polygon"", ""coordinates"": [[[2.390269527823668, 48.84421036365498], [2.390738762712113, 48.84381793619181], [2.393975147270058, 48.84110302203848], [2.394075567251051, 48.84102078961452], [2.394776316423845, 48.84039838233809], [2.39515613316914, 48.840073835523995], [2.395208395329716, 48.84003182981405], [2.395043026531933, 48.839958145404125], [2.395010547897826, 48.83993909457205], [2.394935902460186, 48.839796618019854], [2.394463183108045, 48.83990844483437], [2.393877120101794, 48.840042179543985], [2.391166951499085, 48.84063998182327], [2.389441665291388, 48.8410188128113], [2.38902103314103, 48.84110210442213], [2.388866655704538, 48.841137290259994], [2.388127485184375, 48.84131158508689], [2.387945699200491, 48.841360119944255], [2.387572515107251, 48.841463435141236], [2.387363161953784, 48.84153880878258], [2.387194787507094, 48.84160539838213], [2.38694004912025, 48.84171651317902], [2.386582373805279, 48.84189095419173], [2.38650340096773, 48.842002069837406], [2.385995382572047, 48.842562462578336], [2.385942930323489, 48.842619752352945], [2.38591257433336, 48.84265197346851], [2.385939675582392, 48.84266470361491], [2.385999306852596, 48.84269199047089], [2.387496527923763, 48.84337868165175], [2.388666481226366, 48.843915287463105], [2.389935024524506, 48.84450005019921], [2.390185551194083, 48.84428368295347], [2.390269527823668, 48.84421036365498]]]}";7511246;75112;75;11;751124613;Picpus 13;Paris 12e Arrondissement;PARIS;Picpus 13;ILE-DE-FRANCE;;11;;;;;;Iris d'habitat;13290;222.816160739;111.408080370;;233.885028922;;116.942514461;257.297461586;128;128.648730793;101.127846574;;101.127846574;120.540185487;;120.540185487;118.066748466;118;118.066748466;1132.759178367;303.618248598;1994.462542294;813.395595860;143.003284721;135.145405136;145.846824391;79.812876019;98.739623786;111.450637195;124.452968732;88.625374849;87.867008469;73.890427657;82.938584436;86.601662615;104.286684494;118.211812235;118.943854917;101.127846574;120.540185487;118.066748466;73.890427657;;73.890427657;82.938584436;;82.938584436;86.601662615;86;86.601662615;228.739653226;;114.369826613;206.837187084;;103.418593542;206.810863386;103;103.405431693;26258;;;323.944007313;;107.981335771;354.425214408;;118.141738136;375.364210052;125;125.121403351;302.630080883;;100.876693628;289.775771520;;96.591923840;293.412526001;97;97.804175334;Polygon;26729;1;3107.306105073;695.168410096;742.555709068;738.468507541;732.648586700;0.268034243;0.407826960;0.223720608;0.173135804;0.171771309;26729;26258;626.574088196;;644.200985928;;668.776736053;111;0.187432228;0.198330267;0.183777908;0.510978905;0.413032726;0.365926091;0.179763175;0.252434033;0.254612751;0.234314253;0.208751819;0.199922032;0.164710682;0.145308075;0.144413773;26430.9;22174.347826087;22638.888888889
Paris 12e Arrondissement;PARIS;Métropole du Grand Paris;ILE DE FRANCE;2108.265458007;111.126080634;114.240444442;118.794409075;Non;751124510;75112;1;200054781;48.8423053034, 2.41233298571;"{""type"": ""Polygon"", ""coordinates"": [[[2.409469404333802, 48.841731819692534], [2.409502365390699, 48.841829113064975], [2.410145007771923, 48.84379737886419], [2.41025952673734, 48.84415318915061], [2.410317615612648, 48.84431805763485], [2.410335328453187, 48.84431814494198], [2.414258240657553, 48.84395047690155], [2.415204968101334, 48.84385909407154], [2.415299092607446, 48.84384966122844], [2.415270146448817, 48.84375778544831], [2.415204402302515, 48.843545216065486], [2.415151814435843, 48.8433745309892], [2.415105802227408, 48.84322501288699], [2.415068999715944, 48.84310476886307], [2.414913959728251, 48.84259317608701], [2.414849601173433, 48.84237881433558], [2.414248164600636, 48.8404881187188], [2.414046530133937, 48.83975954981322], [2.413897865914286, 48.83977321125503], [2.413129048180285, 48.839927729098086], [2.413061986188211, 48.839954380846784], [2.413053376238635, 48.839993011045486], [2.413066453510012, 48.84004164060403], [2.411843748716447, 48.841056407352234], [2.409172784369048, 48.84073386586637], [2.409149653603644, 48.84073105354391], [2.409164069462344, 48.84078148884321], [2.409202142692538, 48.840908486475456], [2.409295624357447, 48.841195843524666], [2.409399649995794, 48.84151473001748], [2.409450982063827, 48.84167416983284], [2.409469404333802, 48.841731819692534]]]}";7511245;75112;75;11;751124510;Bel Air 10;Paris 12e Arrondissement;PARIS;Bel Air 10;ILE-DE-FRANCE;;11;;;;;;Iris d'habitat;13290;226.129117450;113.064558725;;242.322534398;;121.161267199;267.516735065;133;133.758367533;101.127846574;;101.127846574;120.540185487;;120.540185487;118.066748466;118;118.066748466;488.226489240;117.267853858;1016.657124774;509.000087355;128.148453801;121.106831499;130.696613536;97.980663649;121.215702899;136.820121529;145.177607138;103.383792153;102.499138154;96.901352190;108.767281980;113.571114357;97.420560450;110.428872637;111.112718410;101.127846574;120.540185487;118.066748466;96.901352190;;96.901352190;108.767281980;;108.767281980;113.571114357;113;113.571114357;242.598167588;;121.299083794;213.812664790;;106.906332395;213.611856564;106;106.805928282;18218;;;327.256964023;;109.085654674;362.862719885;;120.954239962;385.583483531;128;128.527827844;339.499519778;;113.166506593;322.579946770;;107.526648923;327.182970922;109;109.060990307;Polygon;26729;1;1316.529856191;343.582532030;526.641404480;478.689430587;338.296637617;0.240191502;0.500660523;0.260975876;0.227053680;0.160462069;26729;18218;666.756483801;;685.442666655;;712.766454453;118;0.187432228;0.198330267;0.183777908;0.510978905;0.413032726;0.365926091;0.179763175;0.252434033;0.254612751;0.234314253;0.208751819;0.199922032;0.164710682;0.145308075;0.144413773;26430.9;22174.347826087;22638.888888889
Paris 2e Arrondissement;PARIS;Métropole du Grand Paris;ILE DE FRANCE;246.080364529;89.644522112;94.838570893;98.071399961;Non;751020502;75102;1;200054781;48.869287985, 2.33131167775;"{""type"": ""Polygon"", ""coordinates"": [[[2.329973073724776, 48.87026497450745], [2.330041094620066, 48.87027614736217], [2.332067883918189, 48.870628325176966], [2.332522410349861, 48.870692015922145], [2.332625480948046, 48.870308571724784], [2.332440362983049, 48.8702859552238], [2.333024321250087, 48.86897167401925], [2.333584743274625, 48.8676833384963], [2.333651030397117, 48.86751013416718], [2.332298718467441, 48.867829059581204], [2.328261874596885, 48.86975714752926], [2.328000828499202, 48.86991396653116], [2.329007395625731, 48.87008958922553], [2.329112129539793, 48.87010816315528], [2.329973073724776, 48.87026497450745]]]}";7510205;75102;75;11;751020502;Gaillon 2;Paris 2e Arrondissement;PARIS;Gaillon 2;ILE-DE-FRANCE;;11;;;;;;Iris d'activité;2265;129.345669762;64.672834881;;152.825690595;;76.412845297;171.346232504;85;85.673116252;113.596207469;;113.596207469;135.401952903;;135.401952903;132.623558282;132;132.623558282;57.876976291;2.671404005;146.741858028;78.521083730;24.625750273;23.272591283;25.115419430;104.719919488;129.553099311;146.230813074;124.969851717;88.993457256;88.231941198;75.745318690;85.020613752;88.775647156;94.210085037;106.789710853;107.451020623;113.596207469;135.401952903;132.623558282;75.745318690;;75.745318690;85.020613752;;85.020613752;88.775647156;88;88.775647156;219.179936754;;109.589968377;195.783168109;;97.891584055;195.682961822;97;97.841480911;;;;242.941877231;;80.980625744;288.227643498;;96.075881166;303.969790786;101;101.323263595;294.925255444;;98.308418481;280.803781861;;93.601260620;284.458608977;94;94.819536326;Polygon;30024.5;1;197.332273507;44.330650439;59.783523272;43.674854454;38.185292491;0.046156592;0.535096698;0.224649773;0.177482078;0.155174073;30024.5;30024.5;537.867132675;;569.031425359;;588.428399763;98;0.187432228;0.198330267;0.183777908;0.510978905;0.413032726;0.365926091;0.179763175;0.252434033;0.254612751;0.234314253;0.208751819;0.199922032;0.164710682;0.145308075;0.144413773;26430.9;22174.347826087;22638.888888889
Paris 20e Arrondissement;PARIS;Métropole du Grand Paris;ILE DE FRANCE;2672.961987620;105.893396729;105.582554041;110.019490922;Non;751207713;75120;1;200054781;48.8730484289, 2.39225720765;"{""type"": ""Polygon"", ""coordinates"": [[[2.392278202609562, 48.871653349059656], [2.391843786270473, 48.87196231267994], [2.390810196118127, 48.87279433759612], [2.390075355481285, 48.87337606220326], [2.389740069665888, 48.8736000861838], [2.389524557612175, 48.873724894032975], [2.38957074465629, 48.87385553297619], [2.389660859192768, 48.87384430114298], [2.38970876421283, 48.87382835738156], [2.390149524821018, 48.87367861631354], [2.391008847374062, 48.8734113923763], [2.392396143999933, 48.874164889114404], [2.392917473509907, 48.874471508762525], [2.393149128255367, 48.874130936800896], [2.393635635928264, 48.87344721077695], [2.393789472615967, 48.873232149837385], [2.393819799691661, 48.87320352473473], [2.393862375313764, 48.873176760315516], [2.393929468972574, 48.87315191868997], [2.393973564721435, 48.873111671917535], [2.394042753858399, 48.873023887455446], [2.39419390291348, 48.87280521498617], [2.394208089936546, 48.872757622071695], [2.393666164059014, 48.872464393210144], [2.392639618347014, 48.87187552058353], [2.392278202609562, 48.871653349059656]]]}";7512077;75120;75;11;751207713;Belleville 13;Paris 20e Arrondissement;PARIS;Belleville 13;ILE-DE-FRANCE;;11;;;;;;Iris d'habitat;23375;242.523991016;121.261995508;;255.159350101;;127.579675050;280.812388746;140;140.406194373;78.060149295;;78.060149295;93.044450109;;93.044450109;91.135214724;91;91.135214724;657.419875121;189.318402025;1262.062023665;573.198094443;153.640507390;145.198123645;156.695562235;88.883483625;109.961226455;124.116826511;167.934718653;119.589573012;118.566246321;67.451333277;75.710999079;79.054862620;79.390188132;89.990951944;90.548233121;78.060149295;93.044450109;91.135214724;67.451333277;;67.451333277;75.710999079;;75.710999079;79.054862620;79;79.054862620;247.324906785;;123.662453393;209.580524956;;104.790262478;209.114479442;104;104.557239721;16424;;;320.584140311;;106.861380104;348.203800209;;116.067933403;371.947603470;123;123.982534490;314.776240062;;104.925413354;285.291524035;;95.097174678;288.169342062;96;96.056447354;Polygon;20632;1;1891.861016787;571.124050228;557.939496824;422.456531463;349.527522029;0.287971826;0.454175852;0.301884782;0.158048088;0.130764120;20632;16424;635.360380372;;633.495324245;;660.116945532;110;0.187432228;0.198330267;0.183777908;0.510978905;0.413032726;0.365926091;0.179763175;0.252434033;0.254612751;0.234314253;0.208751819;0.199922032;0.164710682;0.145308075;0.144413773;26430.9;22174.347826087;22638.888888889
Paris 3e Arrondissement;PARIS;Métropole du Grand Paris;ILE DE FRANCE;1936.559303568;86.474929907;94.416729066;98.388651274;Non;751031202;75103;1;200054781;48.8613972813, 2.35574440469;"{""type"": ""Polygon"", ""coordinates"": [[[2.358185780973167, 48.861239083908124], [2.357426563761204, 48.860575788277046], [2.356864255095605, 48.86008352249496], [2.356742165886383, 48.86014671999743], [2.356309690285724, 48.86028918955731], [2.355146374700976, 48.860672344183705], [2.353499932088788, 48.86121296229988], [2.353618446223404, 48.86143843928226], [2.353927383258865, 48.862026481660195], [2.354246941428445, 48.862637963199646], [2.354297676479053, 48.86272367482044], [2.355523063048321, 48.86239572327011], [2.355844355687737, 48.86231741125269], [2.356926323704207, 48.8619014366744], [2.357502101993008, 48.86163472529927], [2.358185780973167, 48.861239083908124]]]}";7510312;75103;75;11;751031202;Sainte-Avoye 2;Paris 3e Arrondissement;PARIS;Sainte-Avoye 2;ILE-DE-FRANCE;;11;;;;;;Iris d'habitat;3380;173.243911003;86.621955502;;195.564035332;;97.782017666;217.731593145;108;108.865796573;117.241561960;;117.241561960;139.747063783;;139.747063783;136.879509202;136;136.879509202;434.202034160;52.278047750;1083.16094036;603.324803427;64.236702592;60.706963573;65.514013197;109.007208411;134.857071759;152.217579948;63.334147678;45.101475970;44.715543125;88.333609540;99.150387482;103.529478629;76.696349261;86.937411828;87.475783543;117.241561960;139.747063783;136.879509202;88.333609540;;88.333609540;99.150387482;;99.150387482;103.529478629;103;103.529478629;140.030496939;;70.015248470;132.038887798;;66.019443899;132.191326668;66;66.095663334;33650;;;290.485472963;;96.828490988;335.311099115;;111.770366372;354.611102348;118;118.203700783;228.364106480;;76.121368827;231.189275280;;77.063091760;235.720805297;78;78.573601766;Polygon;30988;1;1452.557352923;165.375796540;447.463380523;400.825631929;244.639881307;0.120400283;0.557003840;0.113851475;0.206978238;0.126327080;30988;33650;518.849579443;;566.500374395;;590.331907645;98;0.187432228;0.198330267;0.183777908;0.510978905;0.413032726;0.365926091;0.179763175;0.252434033;0.254612751;0.234314253;0.208751819;0.199922032;0.164710682;0.145308075;0.144413773;26430.9;22174.347826087;22638.888888889
Paris 15e Arrondissement;PARIS;Métropole du Grand Paris;ILE DE FRANCE;1744.491589143;89.002675021;92.992352851;96.663748401;Non;751156008;75115;1;200054781;48.8403724059, 2.27864093668;"{""type"": ""Polygon"", ""coordinates"": [[[2.27789783198811, 48.840865161037094], [2.277698775720112, 48.84195579542603], [2.277629867217225, 48.842307033095075], [2.277609209822091, 48.8424211283481], [2.277953092899943, 48.842285600844875], [2.278499513240553, 48.842086539427235], [2.279139097999451, 48.841850263393404], [2.279182907610652, 48.841835238085686], [2.280562990536121, 48.84135518785754], [2.280860102096953, 48.84125084862888], [2.280628038999684, 48.8409859376968], [2.280468294670024, 48.840812297730245], [2.280035091605678, 48.84031323831261], [2.27985282424672, 48.84009359388166], [2.279210247597341, 48.83936572924879], [2.279171372931391, 48.83931962700852], [2.278465780462882, 48.83851942816024], [2.27835978543679, 48.83840097087429], [2.278068944174908, 48.838446882681815], [2.277025229920727, 48.838844397491634], [2.276994946048506, 48.83886669877518], [2.27697809867867, 48.838902571860515], [2.276905566318712, 48.83931854300039], [2.276951592811467, 48.83953646935796], [2.277089722899607, 48.839695593736685], [2.277678538041071, 48.840368283411806], [2.277924498445524, 48.840710630145594], [2.27789783198811, 48.840865161037094]]]}";7511560;75115;75;11;751156008;Javel 8;Paris 15e Arrondissement;PARIS;Javel 8;ILE-DE-FRANCE;;11;;;;;;Iris d'habitat;16130;201.458633901;100.729316951;;210.605519206;;105.302759603;231.524938315;115;115.762469157;114.363617332;;114.363617332;136.316673529;;136.316673529;133.519509202;133;133.519509202;446.209892467;110.600918894;709.412711954;250.900316358;132.243785663;124.977129197;134.873378763;69.214848239;85.628390009;96.651559552;83.985696112;59.807844487;59.296069404;81.678340726;91.680156331;95.729316108;52.529762056;59.543923551;59.912657375;114.363617332;136.316673529;133.519509202;81.678340726;;81.678340726;91.680156331;;91.680156331;95.729316108;95;95.729316108;136.515458168;;68.257729084;119.351768038;;59.675884019;119.208726779;59;59.604363390;25270;;;315.822251233;;105.274083744;346.922192735;;115.640730912;365.044447517;121;121.681482506;218.193798895;;72.731266298;211.031924369;;70.343974790;214.938042887;71;71.646014296;Polygon;30227.333333333;1;1135.323056418;171.405799987;301.244031754;333.867768357;150.937126507;0.247867474;0.353673274;0.150975354;0.191383994;0.086522129;30227.333333333;25270;534.016050128;;557.954117104;;579.982490404;96;0.187432228;0.198330267;0.183777908;0.510978905;0.413032726;0.365926091;0.179763175;0.252434033;0.254612751;0.234314253;0.208751819;0.199922032;0.164710682;0.145308075;0.144413773;26430.9;22174.347826087;22638.888888889
